applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
639,Agriculture,Nairobi,Q1,Working Capital,Diploma,1.7,9,2597941.0,3588022.0,18,12.21,5498338.0,0.432,567.0,1,1,43.8,4.6,7,Low
640,Services,Other,Q1,Inventory Financing,Diploma,8.7,6,4099920.0,12871113.0,12,19.69,,0.362,588.0,2,2,53.4,2.8,7,Medium
641,Hospitality,Mombasa,Q3,Inventory Financing,Secondary,1.5,7,1912758.0,2572077.0,18,14.62,,0.356,549.0,1,0,17.4,3.9,10,Medium
642,Services,Nairobi,Q4,Working Capital,Secondary,4.1,13,682214.0,1069975.0,36,19.02,,0.32,459.0,1,0,48.6,3.2,2,High
643,Manufacturing,Nairobi,Q4,Inventory Financing,Secondary,5.4,9,1647276.0,2421729.0,36,13.11,4135858.0,0.393,598.0,3,0,35.6,4.9,5,Low
644,Services,Nairobi,Q1,Working Capital,Primary,3.1,6,2136863.0,4924959.0,36,13.06,,0.742,520.0,1,1,47.3,3.6,5,High
645,Hospitality,Nairobi,Q4,Business Expansion,Secondary,4.6,10,1734419.0,3497832.0,6,15.41,5647720.0,0.669,656.0,1,0,83.9,3.2,9,Low
646,Manufacturing,Mombasa,Q1,Working Capital,Secondary,0.9,8,3555010.0,11679673.0,36,19.78,,0.327,,1,1,49.7,4.0,0,Medium
647,Manufacturing,Mombasa,Q3,Equipment Purchase,Diploma,3.2,8,1017432.0,2355627.0,36,14.32,1328523.0,0.296,669.0,2,1,56.6,2.8,8,Low
648,Hospitality,Kisumu,Q3,Equipment Purchase,Bachelors,7.2,10,2242329.0,7507852.0,24,22.76,7336215.0,0.597,694.0,0,0,58.6,3.6,11,Low
649,Retail,Mombasa,Q4,Equipment Purchase,Bachelors,5.6,10,1428241.0,821522.0,12,16.01,974647.0,0.542,525.0,3,2,27.1,3.9,12,Medium
650,Technology,Nairobi,Q4,Inventory Financing,Diploma,3.8,5,1650301.0,2017220.0,24,20.65,2861127.0,0.329,698.0,2,0,35.8,5.0,3,Low
651,Manufacturing,Nairobi,Q1,Equipment Purchase,Bachelors,6.3,12,1446256.0,3474900.0,18,11.53,2620288.0,0.467,614.0,0,2,73.6,2.8,8,Low
652,Retail,Other,Q2,Working Capital,Certificate,3.7,6,2391867.0,5877574.0,36,14.92,8143250.0,0.446,665.0,3,1,67.4,4.1,2,Low
653,Services,Nairobi,Q1,Working Capital,Primary,3.5,7,793461.0,1706593.0,36,18.7,,0.23,603.0,1,3,58.8,3.6,2,Medium
654,Hospitality,Eldoret,Q4,Business Expansion,Diploma,8.0,7,1518801.0,1167506.0,24,19.7,793045.0,0.449,394.0,1,0,45.7,4.7,6,Medium
655,Agriculture,Mombasa,Q1,Working Capital,Bachelors,3.6,8,2171831.0,3359189.0,12,14.84,,0.33,539.0,2,2,46.3,3.7,7,High
656,Services,Nakuru,Q2,Working Capital,Diploma,2.8,6,3001146.0,6494712.0,36,22.79,,0.486,761.0,1,2,32.2,3.0,9,Medium
657,Agriculture,Nairobi,Q3,Working Capital,Bachelors,8.2,11,3707215.0,9255658.0,24,12.96,6344019.0,0.555,670.0,1,0,94.2,3.9,9,Low
658,Hospitality,Mombasa,Q4,Inventory Financing,Bachelors,16.9,4,2330869.0,7297987.0,12,16.84,7416477.0,0.342,596.0,0,2,48.2,,4,Low
659,Hospitality,Kisumu,Q4,Equipment Purchase,Bachelors,0.7,9,3484631.0,4116423.0,12,20.52,6937996.0,0.645,627.0,3,0,85.7,2.0,8,Low
660,Retail,Other,Q1,Working Capital,Primary,11.1,6,4379402.0,13644649.0,36,18.91,19711891.0,0.422,639.0,1,1,53.5,2.3,4,Low
661,Retail,Nairobi,Q2,Business Expansion,Doctorate,13.2,7,1825128.0,6058733.0,6,17.04,8197878.0,0.193,675.0,0,0,16.3,3.6,8,Low
662,Hospitality,Nairobi,Q2,Equipment Purchase,Diploma,2.8,8,6130877.0,13426164.0,48,19.41,12821682.0,0.728,659.0,0,0,73.7,4.3,9,Low
663,Retail,Nairobi,Q2,Equipment Purchase,Diploma,1.6,10,4544480.0,5815343.0,24,13.99,2127446.0,0.804,608.0,3,0,0.0,4.9,7,Medium
664,Retail,Other,Q1,Inventory Financing,Diploma,2.2,11,1414700.0,4603402.0,36,18.77,6316196.0,1.015,725.0,1,0,23.1,3.1,5,Low
665,Agriculture,Nairobi,Q3,Business Expansion,Secondary,7.5,9,1698124.0,2473194.0,24,11.8,1582685.0,0.317,697.0,3,0,19.9,4.2,8,Low
666,Retail,Nairobi,Q3,Equipment Purchase,Secondary,2.6,8,1265925.0,1809104.0,18,13.09,1622901.0,0.306,581.0,3,0,8.7,4.0,10,Low
667,Services,Kisumu,Q2,Inventory Financing,Bachelors,1.0,15,1553054.0,4786453.0,6,19.19,,0.116,624.0,1,0,50.9,2.9,3,Medium
668,Technology,Other,Q2,Equipment Purchase,Diploma,1.1,12,2104479.0,1996783.0,12,18.74,2659423.0,0.603,559.0,3,2,47.9,4.8,7,Medium
669,Hospitality,Kisumu,Q4,Equipment Purchase,Masters,6.6,5,2162081.0,3426439.0,24,15.4,4920743.0,0.741,643.0,3,1,84.3,2.7,9,Low
670,Agriculture,Nairobi,Q3,Inventory Financing,Secondary,4.8,9,1367783.0,4589320.0,24,12.79,,0.375,507.0,0,0,42.4,3.6,6,High
671,Agriculture,Mombasa,Q1,Inventory Financing,Diploma,4.8,13,2421250.0,2012298.0,24,15.36,3085022.0,0.06,669.0,1,1,46.7,3.4,7,Low
672,Retail,Nairobi,Q1,Business Expansion,Diploma,3.9,10,3803375.0,6191492.0,18,14.05,8291613.0,0.793,850.0,6,1,45.9,4.0,2,Low
673,Retail,Nairobi,Q3,Equipment Purchase,Primary,10.1,11,3401668.0,5529652.0,6,20.67,5626896.0,0.414,,3,0,25.7,3.3,6,Low
674,Services,Other,Q3,Equipment Purchase,Diploma,3.8,10,2670007.0,6986540.0,24,23.23,3045134.0,0.588,618.0,4,0,32.7,4.3,8,Medium
675,Agriculture,Mombasa,Q4,Working Capital,Certificate,5.0,7,1431429.0,3918915.0,48,13.4,,0.353,549.0,2,0,6.5,3.9,7,Medium
676,Services,Nairobi,Q4,Working Capital,Certificate,9.8,6,1557887.0,2145580.0,24,17.17,1420058.0,0.306,479.0,2,0,72.8,3.7,5,Medium
677,Retail,Other,Q3,Inventory Financing,Secondary,6.8,4,5309516.0,10042017.0,12,17.28,17463699.0,0.071,476.0,1,1,20.2,2.5,3,Low
678,Agriculture,Other,Q1,Equipment Purchase,Diploma,1.5,10,1738902.0,1830647.0,18,17.74,719007.0,0.468,555.0,3,0,48.4,3.0,3,Medium
679,Services,Other,Q3,Inventory Financing,Diploma,12.8,6,1208340.0,1647390.0,60,17.13,,0.36,564.0,3,0,30.6,3.5,8,Medium
680,Services,Nairobi,Q2,Business Expansion,Bachelors,2.4,9,3062171.0,8677505.0,6,18.69,15258242.0,0.468,691.0,0,1,62.9,3.8,10,Low
681,Retail,Nairobi,Q1,Equipment Purchase,Bachelors,1.8,9,4898289.0,7381071.0,18,9.33,7782277.0,0.584,538.0,2,0,75.8,3.1,8,Low
682,Agriculture,Kisumu,Q4,Inventory Financing,Masters,6.5,7,689658.0,1006149.0,24,14.45,,0.451,579.0,2,0,32.5,,6,Medium
683,Hospitality,Kisumu,Q4,Equipment Purchase,Masters,1.4,7,4873093.0,8649962.0,60,14.07,6737327.0,0.662,576.0,3,0,86.9,5.0,6,Low
684,Services,Other,Q4,Business Expansion,Bachelors,3.0,3,919036.0,2207036.0,36,14.81,2860316.0,0.501,694.0,2,0,62.5,4.1,6,Low
685,Retail,Other,Q1,Equipment Purchase,Secondary,8.8,10,3251564.0,6452246.0,12,12.1,2290786.0,0.047,620.0,5,0,42.3,3.9,5,Low
686,Retail,Other,Q4,Equipment Purchase,Diploma,6.6,8,1907368.0,2206950.0,6,14.31,1087306.0,0.433,662.0,1,0,49.1,2.4,5,Low
687,Services,Nairobi,Q4,Business Expansion,Primary,4.8,12,1194575.0,1127294.0,6,14.64,620616.0,0.768,690.0,1,1,61.7,4.1,5,Medium
688,Agriculture,Kisumu,Q1,Working Capital,Diploma,10.7,7,1039382.0,3383623.0,24,17.41,,0.102,752.0,2,2,94.4,3.6,8,Medium
689,Agriculture,Nairobi,Q3,Inventory Financing,Secondary,3.3,9,898609.0,1672586.0,36,16.93,700330.0,0.9,648.0,2,0,35.4,3.4,5,High
690,Technology,Kisumu,Q3,Inventory Financing,Diploma,2.1,5,763061.0,352291.0,36,12.64,,0.441,605.0,2,1,7.1,4.1,7,Medium
691,Hospitality,Nairobi,Q2,Inventory Financing,Bachelors,10.1,9,1494423.0,3512560.0,24,12.24,2212906.0,0.631,652.0,0,1,30.2,3.3,8,Medium
692,Retail,Nairobi,Q1,Equipment Purchase,Primary,11.7,14,3708456.0,12240115.0,18,11.0,4308735.0,0.689,717.0,3,1,53.0,2.9,11,Low
693,Hospitality,Nairobi,Q1,Equipment Purchase,Bachelors,5.1,11,1504756.0,4405354.0,24,14.15,7965836.0,0.452,626.0,6,0,37.0,5.0,5,Low
694,Retail,Nairobi,Q2,Equipment Purchase,Primary,6.7,8,6289821.0,9650659.0,6,14.07,3177619.0,0.467,773.0,2,0,23.4,3.8,3,Low
695,Retail,Nairobi,Q2,Equipment Purchase,Certificate,7.3,11,1560030.0,3269812.0,12,14.18,5949461.0,0.446,714.0,4,0,17.7,4.6,7,Low
696,Agriculture,Nakuru,Q3,Working Capital,Secondary,4.3,5,1122063.0,1506580.0,6,18.1,2258008.0,0.228,600.0,1,1,71.9,3.2,6,Low
697,Technology,Nairobi,Q3,Inventory Financing,Primary,0.6,8,1653850.0,4225931.0,6,16.38,,0.133,661.0,0,0,52.3,,6,Medium
698,Agriculture,Nairobi,Q2,Inventory Financing,Certificate,7.3,7,5278536.0,2679205.0,36,18.45,3165227.0,0.486,597.0,2,0,57.5,3.0,5,Low
699,Manufacturing,Nakuru,Q2,Equipment Purchase,Secondary,3.7,5,1082730.0,2978731.0,12,16.77,5132547.0,0.103,663.0,4,1,40.2,2.8,2,Low
700,Hospitality,Nakuru,Q2,Inventory Financing,Primary,5.8,10,1779760.0,3082778.0,36,17.16,1693430.0,0.281,,3,2,52.4,2.6,3,Low
701,Agriculture,Nakuru,Q4,Working Capital,Bachelors,4.6,4,3361931.0,5091604.0,24,18.85,,0.474,624.0,2,0,0.0,5.0,5,Medium
702,Services,Eldoret,Q2,Inventory Financing,Secondary,10.0,8,1372525.0,2262477.0,12,18.96,2563771.0,0.721,715.0,1,0,64.2,5.0,12,Low
703,Agriculture,Nakuru,Q3,Inventory Financing,Masters,6.4,8,2504235.0,3471896.0,6,23.55,,0.467,419.0,3,2,56.6,4.5,3,High
704,Services,Kisumu,Q1,Business Expansion,Diploma,4.8,5,1580020.0,3732788.0,6,15.83,2860471.0,0.504,629.0,1,1,100.0,2.7,4,Low
705,Agriculture,Eldoret,Q2,Inventory Financing,Certificate,0.6,14,1456413.0,4295565.0,60,14.39,1686512.0,0.217,635.0,6,0,48.8,3.8,6,Low
706,Retail,Nairobi,Q1,Business Expansion,Primary,3.4,4,1586334.0,2617971.0,18,10.59,2741976.0,0.774,472.0,0,0,100.0,4.0,8,Medium
707,Agriculture,Nairobi,Q1,Business Expansion,Bachelors,12.2,7,1654906.0,3395432.0,18,18.99,4495767.0,0.508,610.0,3,1,65.4,4.1,10,Low
708,Agriculture,Eldoret,Q4,Equipment Purchase,Secondary,14.7,6,3251250.0,4746167.0,36,21.13,5807451.0,0.632,544.0,3,0,33.0,2.9,5,Low
709,Retail,Nairobi,Q1,Working Capital,Bachelors,8.2,7,672114.0,624844.0,18,16.09,,0.299,586.0,0,0,29.3,4.3,10,Medium
710,Manufacturing,Kisumu,Q1,Working Capital,Diploma,5.3,9,777993.0,678760.0,36,14.94,653811.0,0.408,611.0,0,0,29.1,5.0,4,Low
711,Services,Nairobi,Q4,Inventory Financing,Certificate,4.1,3,1281121.0,3499479.0,18,13.13,3490904.0,0.135,776.0,0,0,79.8,4.6,5,Low
712,Retail,Mombasa,Q4,Working Capital,Primary,0.7,7,617340.0,1744761.0,24,15.92,2719643.0,0.454,565.0,2,0,68.0,4.2,6,Medium
713,Agriculture,Other,Q1,Business Expansion,Certificate,2.5,8,919291.0,678181.0,48,8.39,363401.0,0.671,534.0,3,0,48.3,3.8,3,Medium
714,Services,Nakuru,Q4,Working Capital,Primary,6.4,8,819591.0,2406280.0,12,18.2,,0.686,715.0,0,0,73.6,3.1,7,Medium
715,Hospitality,Mombasa,Q4,Business Expansion,Bachelors,3.6,9,1580125.0,4387996.0,12,13.48,6313279.0,0.515,724.0,3,2,45.9,3.6,5,Low
716,Hospitality,Nairobi,Q4,Inventory Financing,Bachelors,7.1,8,605150.0,764863.0,12,17.42,,0.411,711.0,1,0,46.2,5.0,8,Medium
717,Hospitality,Other,Q2,Business Expansion,Secondary,6.7,2,1472550.0,4749853.0,12,21.2,5324157.0,0.092,498.0,1,1,44.0,,8,Low
718,Agriculture,Nakuru,Q4,Working Capital,Diploma,11.7,7,1246674.0,1190357.0,60,10.68,,0.216,651.0,1,1,14.9,3.9,5,Medium
719,Manufacturing,Mombasa,Q1,Business Expansion,Secondary,10.4,8,3593160.0,12165049.0,24,14.75,5645339.0,0.927,647.0,2,1,45.9,4.4,7,Low
720,Agriculture,Other,Q1,Equipment Purchase,Bachelors,7.1,5,637195.0,192639.0,6,12.98,140762.0,0.146,734.0,0,0,47.9,4.1,6,Low
721,Retail,Nakuru,Q1,Inventory Financing,Secondary,7.8,6,621475.0,861755.0,12,12.83,630850.0,0.267,592.0,1,1,60.1,4.7,7,Medium
722,Services,Other,Q1,Working Capital,Secondary,11.1,6,680201.0,2175143.0,24,18.69,1294086.0,0.172,677.0,2,1,36.4,2.8,9,Low
723,Technology,Nakuru,Q4,Working Capital,Secondary,7.8,12,865344.0,2085111.0,18,18.63,,0.383,373.0,3,1,35.8,3.8,5,High
724,Retail,Other,Q2,Inventory Financing,Masters,2.7,12,922623.0,1512043.0,48,17.64,,0.298,557.0,3,0,81.6,3.2,8,Medium
725,Retail,Kisumu,Q2,Inventory Financing,Bachelors,5.1,15,2495524.0,5458493.0,6,17.36,9154708.0,0.369,619.0,1,1,40.6,3.3,13,Low
726,Retail,Nakuru,Q1,Inventory Financing,Certificate,6.8,5,1031469.0,2184253.0,12,14.71,,0.235,563.0,2,1,44.1,3.5,6,Medium
727,Services,Other,Q3,Equipment Purchase,Bachelors,14.0,5,1663160.0,5593685.0,24,16.56,6637899.0,0.704,688.0,3,2,37.5,3.7,5,Low
728,Technology,Nairobi,Q1,Business Expansion,Certificate,5.0,7,1546935.0,1855399.0,12,18.37,1124987.0,0.352,568.0,2,2,66.0,4.2,5,Medium
729,Retail,Mombasa,Q1,Inventory Financing,Secondary,2.1,7,2296110.0,7636040.0,12,18.48,13475572.0,0.256,614.0,1,2,66.0,3.1,4,Low
730,Hospitality,Kisumu,Q4,Business Expansion,Bachelors,13.8,9,769452.0,1577933.0,18,14.78,1618692.0,0.136,680.0,1,0,47.1,3.9,4,Low
731,Retail,Nairobi,Q4,Working Capital,Primary,1.1,7,937758.0,2957291.0,12,17.28,,0.561,628.0,4,0,27.0,3.9,6,High
732,Agriculture,Eldoret,Q4,Working Capital,Bachelors,5.5,7,1660860.0,1233187.0,12,13.97,,0.631,424.0,1,0,48.7,4.5,4,High
733,Technology,Nakuru,Q2,Working Capital,Masters,3.9,5,3925523.0,8382591.0,6,11.53,14006778.0,0.72,612.0,2,0,94.4,3.6,9,Low
734,Retail,Other,Q4,Working Capital,Primary,4.4,8,1076976.0,1048584.0,6,21.66,739044.0,0.412,632.0,1,0,38.2,4.3,6,Low
735,Retail,Mombasa,Q1,Working Capital,Bachelors,14.6,8,1178439.0,644025.0,18,16.06,448882.0,0.34,,4,0,43.3,4.0,6,Low
736,Agriculture,Mombasa,Q2,Equipment Purchase,Bachelors,2.8,10,2579224.0,4971800.0,12,15.87,2908612.0,0.421,850.0,2,0,74.1,2.0,4,Low
737,Agriculture,Other,Q2,Business Expansion,Primary,1.6,10,1679433.0,1385006.0,36,13.7,1536869.0,0.278,625.0,1,1,70.4,4.5,4,Low
738,Services,Mombasa,Q4,Inventory Financing,Certificate,4.4,15,1656547.0,975665.0,24,16.25,,0.395,714.0,1,1,43.7,,9,Medium
739,Hospitality,Other,Q4,Equipment Purchase,Secondary,4.0,10,5261957.0,11205203.0,48,14.36,7640895.0,0.715,650.0,0,2,38.7,2.9,1,Low
740,Retail,Mombasa,Q4,Working Capital,Certificate,6.6,9,1069857.0,3242234.0,36,18.1,5020972.0,0.522,627.0,2,0,81.2,3.3,8,Low
741,Hospitality,Nairobi,Q2,Inventory Financing,Certificate,3.5,8,2652714.0,3355741.0,48,20.33,4038120.0,0.069,813.0,2,0,56.2,3.6,9,Low
742,Technology,Nairobi,Q2,Inventory Financing,Certificate,2.8,12,5474366.0,3234303.0,12,14.34,3391602.0,0.28,594.0,1,1,43.4,3.1,5,Low
743,Services,Nairobi,Q4,Inventory Financing,Primary,4.7,7,1256654.0,1371820.0,12,13.42,,0.119,714.0,1,2,55.8,3.6,13,Medium
744,Retail,Mombasa,Q1,Working Capital,Secondary,4.2,12,7138179.0,18857495.0,36,15.73,,0.322,583.0,1,1,28.7,1.2,6,Medium
745,Services,Nairobi,Q2,Business Expansion,Secondary,2.3,9,2588965.0,6501122.0,24,16.33,2144104.0,0.251,655.0,3,0,28.5,2.7,6,Low
746,Hospitality,Other,Q1,Business Expansion,Diploma,2.2,6,2013005.0,6550436.0,12,14.66,8715929.0,0.629,617.0,3,0,84.9,3.7,7,Low
747,Services,Other,Q3,Equipment Purchase,Diploma,4.8,7,4307214.0,13890339.0,6,11.62,8612521.0,0.849,710.0,3,0,50.5,4.9,9,Low
748,Retail,Nairobi,Q2,Working Capital,Bachelors,8.3,7,2057007.0,2749757.0,12,16.87,,0.291,639.0,5,0,27.2,5.0,9,Medium
749,Services,Nairobi,Q3,Inventory Financing,Diploma,5.2,7,346793.0,689657.0,36,16.22,,0.66,758.0,0,0,78.7,3.3,1,Medium
750,Retail,Nairobi,Q4,Equipment Purchase,Bachelors,2.7,5,1960493.0,2223190.0,36,15.7,965276.0,0.114,,1,1,55.1,3.7,9,Low
751,Agriculture,Other,Q1,Working Capital,Diploma,2.7,6,1492086.0,4143595.0,36,14.07,,0.378,604.0,2,1,73.4,2.6,9,Medium
752,Manufacturing,Nairobi,Q1,Working Capital,Secondary,2.9,8,656601.0,2018832.0,12,15.96,,0.499,641.0,2,2,46.4,3.6,7,High
753,Agriculture,Nakuru,Q1,Business Expansion,Primary,3.4,6,2643617.0,5918201.0,24,15.26,7274916.0,0.276,752.0,1,1,67.3,4.0,5,Low
754,Retail,Nairobi,Q2,Working Capital,Bachelors,16.2,10,1399647.0,4903427.0,6,13.31,,0.808,707.0,1,0,65.6,2.1,3,Medium
755,Retail,Nairobi,Q4,Inventory Financing,Diploma,7.1,7,1008560.0,3397783.0,48,16.19,,0.298,540.0,1,0,29.5,4.1,6,Medium
756,Hospitality,Nairobi,Q2,Working Capital,Secondary,3.8,8,6860030.0,8058546.0,36,15.26,10174543.0,0.076,737.0,2,1,60.8,3.9,8,Low
757,Retail,Nakuru,Q4,Equipment Purchase,Diploma,1.5,9,3422977.0,3078732.0,36,16.97,1828276.0,0.417,427.0,4,1,75.5,2.3,4,Medium
758,Retail,Nairobi,Q4,Working Capital,Masters,10.5,7,4963503.0,4627309.0,12,15.22,8305653.0,0.143,682.0,3,0,36.4,3.9,10,Low
759,Retail,Other,Q4,Working Capital,Diploma,5.7,8,5443553.0,6080937.0,18,17.25,,0.662,693.0,2,0,38.6,2.0,2,Medium
760,Agriculture,Kisumu,Q1,Inventory Financing,Secondary,13.3,12,846912.0,1298904.0,18,11.22,2309490.0,0.366,647.0,2,0,22.1,1.7,5,Low
761,Hospitality,Nairobi,Q3,Working Capital,Bachelors,10.4,9,6130734.0,5099765.0,6,15.8,2361285.0,0.541,,3,0,50.5,4.0,13,Low
762,Agriculture,Nairobi,Q3,Business Expansion,Certificate,3.9,8,884205.0,997398.0,18,11.03,480819.0,0.399,636.0,3,2,46.6,4.2,8,Medium
763,Hospitality,Nakuru,Q3,Inventory Financing,Primary,7.5,6,925568.0,3011067.0,36,20.68,,0.54,597.0,4,3,47.9,,4,High
764,Retail,Nakuru,Q2,Working Capital,Primary,0.7,12,2036513.0,5020062.0,24,15.66,,0.531,525.0,3,2,37.1,3.6,10,High
765,Hospitality,Nairobi,Q2,Working Capital,Masters,4.4,7,1381604.0,2898033.0,60,17.36,,0.193,576.0,3,0,100.0,3.9,4,Medium
766,Services,Nairobi,Q3,Equipment Purchase,Primary,4.7,6,5177043.0,13647518.0,36,15.0,18091289.0,0.323,601.0,1,0,63.4,3.9,7,Low
767,Retail,Mombasa,Q2,Working Capital,Bachelors,4.2,7,1368924.0,3230418.0,24,16.62,,0.555,616.0,2,0,29.1,3.7,6,Medium
768,Hospitality,Other,Q4,Inventory Financing,Primary,2.5,6,2545235.0,6788548.0,12,16.54,4334484.0,0.152,480.0,0,1,70.4,4.8,9,Low
769,Services,Kisumu,Q1,Working Capital,Certificate,3.3,8,1683471.0,1229171.0,36,14.91,,0.484,757.0,5,1,17.8,4.0,5,Medium
770,Hospitality,Other,Q4,Business Expansion,Secondary,1.2,8,1023113.0,2403457.0,24,11.24,1911322.0,0.379,741.0,2,1,71.2,3.5,5,Low
771,Services,Nakuru,Q3,Working Capital,Secondary,11.0,10,1590705.0,1323869.0,24,13.32,1875662.0,0.354,810.0,3,0,84.3,3.6,14,Low
772,Technology,Kisumu,Q4,Working Capital,Primary,1.5,7,1260322.0,2148884.0,60,16.67,,0.423,657.0,0,0,1.4,5.0,7,Medium
773,Hospitality,Mombasa,Q1,Working Capital,Certificate,2.3,4,1864741.0,3087775.0,24,17.77,1432495.0,0.157,747.0,2,1,66.0,,11,Low
774,Services,Nakuru,Q2,Inventory Financing,Bachelors,18.3,7,1886007.0,2948698.0,48,14.62,4678407.0,0.452,601.0,2,1,32.4,3.6,5,Low
775,Retail,Mombasa,Q4,Business Expansion,Diploma,3.2,7,2930100.0,6155774.0,12,13.63,2110460.0,0.277,676.0,2,1,45.4,2.9,11,Low
776,Retail,Eldoret,Q2,Business Expansion,Secondary,10.8,6,1578397.0,4036760.0,12,15.57,4781723.0,0.161,652.0,2,1,71.2,3.5,1,Low
777,Hospitality,Nairobi,Q2,Working Capital,Bachelors,10.8,4,2264918.0,1342885.0,24,13.95,1242156.0,0.766,549.0,4,0,26.4,4.2,4,Medium
778,Manufacturing,Nairobi,Q1,Working Capital,Bachelors,2.8,7,4818140.0,12680357.0,36,17.21,20392759.0,0.389,619.0,1,1,100.0,3.3,5,Low
779,Technology,Other,Q4,Inventory Financing,Certificate,4.4,9,2368270.0,5212012.0,48,9.7,5392740.0,0.296,636.0,1,1,36.4,2.9,9,Low
780,Retail,Mombasa,Q2,Business Expansion,Certificate,1.4,8,9829869.0,9638357.0,36,12.13,13950444.0,0.389,554.0,2,0,84.8,4.3,9,Low
781,Manufacturing,Other,Q4,Business Expansion,Primary,7.1,6,1948871.0,2220778.0,6,18.49,2254920.0,0.263,677.0,1,1,82.0,4.4,6,Low
782,Agriculture,Other,Q1,Equipment Purchase,Primary,14.9,9,2448528.0,5242258.0,48,16.29,4609118.0,0.312,659.0,2,1,62.5,3.4,5,Low
783,Retail,Kisumu,Q4,Working Capital,Certificate,8.0,10,2700595.0,7271549.0,48,22.81,,0.361,575.0,0,1,53.8,2.8,7,Medium
784,Technology,Nairobi,Q4,Inventory Financing,Secondary,1.3,8,3506495.0,8471074.0,24,12.72,13127544.0,0.507,537.0,1,0,61.3,2.6,0,Low
785,Manufacturing,Eldoret,Q1,Working Capital,Masters,18.4,12,3429515.0,4414941.0,24,19.63,,0.47,730.0,0,1,63.5,3.1,7,Low
786,Retail,Nakuru,Q1,Working Capital,Diploma,4.4,9,1713688.0,2641279.0,18,16.59,,0.542,707.0,2,0,68.0,4.1,7,Low
787,Technology,Nairobi,Q3,Business Expansion,Secondary,9.8,5,1660370.0,3866376.0,12,20.97,3294960.0,0.196,618.0,2,1,3.3,3.2,7,Low
788,Retail,Other,Q1,Working Capital,Diploma,5.3,12,1375152.0,3977789.0,24,20.48,3086554.0,0.087,690.0,3,0,57.9,3.0,4,Low
789,Retail,Mombasa,Q4,Business Expansion,Secondary,4.7,7,1758747.0,5254079.0,60,12.98,3556300.0,0.423,671.0,1,0,57.9,4.2,7,Low
790,Hospitality,Nairobi,Q4,Business Expansion,Bachelors,11.3,10,725485.0,2091055.0,18,13.74,2166370.0,0.524,553.0,5,1,100.0,4.1,9,Medium
791,Technology,Nairobi,Q3,Equipment Purchase,Diploma,14.9,7,917945.0,1947938.0,36,14.37,1295619.0,0.503,653.0,5,0,49.9,4.3,4,Medium
792,Retail,Nairobi,Q4,Equipment Purchase,Diploma,7.1,7,868904.0,1881150.0,6,23.27,2006867.0,0.684,620.0,3,1,63.9,4.8,5,Medium
793,Technology,Kisumu,Q1,Equipment Purchase,Secondary,11.2,12,4740962.0,16391793.0,6,17.81,21350251.0,0.444,680.0,3,2,11.0,3.7,7,Low
794,Manufacturing,Other,Q4,Working Capital,Certificate,2.3,5,1997147.0,4832978.0,6,12.38,,0.087,577.0,1,0,28.8,2.9,6,Medium
795,Retail,Nairobi,Q4,Working Capital,Bachelors,4.3,8,3355917.0,8421771.0,24,10.66,,0.486,533.0,3,1,36.9,4.6,5,High
796,Agriculture,Nairobi,Q2,Equipment Purchase,Certificate,4.0,11,1494963.0,2337658.0,12,17.31,1682487.0,0.223,559.0,0,1,55.3,3.5,9,Low
797,Agriculture,Nakuru,Q4,Working Capital,Primary,2.6,9,2097119.0,6333699.0,12,16.78,,0.381,540.0,3,0,17.8,3.4,5,High
798,Agriculture,Mombasa,Q1,Working Capital,Certificate,8.6,10,1090257.0,1658168.0,18,14.55,2432714.0,0.561,662.0,1,3,68.0,2.3,3,Low
799,Services,Mombasa,Q2,Equipment Purchase,Bachelors,3.6,10,498302.0,893395.0,18,16.72,462166.0,0.33,512.0,0,0,49.3,3.1,7,Medium
800,Manufacturing,Other,Q4,Business Expansion,Certificate,3.1,6,1452086.0,4663733.0,24,10.81,5099735.0,0.208,697.0,1,0,4.4,2.5,10,Low
801,Technology,Other,Q1,Equipment Purchase,Masters,5.1,7,1273045.0,1570975.0,18,16.33,1507173.0,0.361,639.0,1,1,81.1,3.0,7,Low
802,Retail,Other,Q2,Working Capital,Diploma,3.0,9,1145924.0,3167382.0,6,17.03,,0.217,750.0,1,2,62.2,4.8,8,Medium
803,Services,Eldoret,Q3,Business Expansion,Bachelors,0.7,8,677901.0,693687.0,36,17.11,707202.0,0.078,730.0,1,1,80.6,3.0,10,Low
804,Hospitality,Nairobi,Q4,Inventory Financing,Primary,3.9,8,2504187.0,1741689.0,12,13.91,,0.281,585.0,1,0,27.9,3.3,7,Medium
805,Services,Nairobi,Q4,Business Expansion,Diploma,1.0,11,2715928.0,9299807.0,48,16.49,4020964.0,0.124,714.0,1,1,44.6,5.0,9,Low
806,Services,Kisumu,Q1,Business Expansion,Diploma,11.5,9,2692303.0,6634402.0,18,14.64,7030671.0,0.71,746.0,0,1,83.8,4.7,9,Low
807,Technology,Other,Q2,Working Capital,Certificate,7.7,11,3610476.0,4359416.0,36,8.93,,0.362,703.0,3,1,38.7,5.0,6,Medium
